date,A,B2,C
2024-02-20,1,30,0
2024-02-21,2,30,0
2024-02-22,2,70,5
2024-02-23,2,28,1
2024-02-24,3,21,0
2024-02-25,1,20,0
2024-02-26,1,23,2
2024-02-27,12,25,2
2024-02-28,2,26,3
2024-02-29,1,30,2
2024-03-01,2,33,2
2024-03-02,0,12,1
2024-03-03,3,19,0
2024-03-04,0,65,1
2024-03-05,2,19,1
2024-03-06,1,34,0
2024-03-07,0,32,1
2024-03-08,0,17,0
2024-03-09,0,7,0
2024-03-10,0,15,0
2024-03-11,0,18,2
2024-03-12,1,32,2
2024-03-13,1,18,2
2024-03-14,0,40,0
2024-03-15,0,37,2
2024-03-16,4,30,1
2024-03-17,7,20,0
2024-03-18,0,21,0
2024-03-19,4,20,1
2024-03-20,3,30,2
2024-03-21,1,20,1
2024-03-22,1,103,0
2024-03-23,0,45,1
2024-03-24,1,23,4
2024-03-25,2,44,3
2024-03-26,1,62,0
2024-03-27,1,27,0
2024-03-28,14,22,17
2024-03-29,0,19,2
2024-03-30,0,12,2
2024-03-31,1,13,0
2024-04-01,3,14,0
2024-04-02,1,29,2
2024-04-03,3,47,0
2024-04-04,0,33,0
2024-04-05,4,26,1
2024-04-06,2,31,1
2024-04-07,0,13,1
2024-04-08,1,15,0
2024-04-09,2,26,1
2024-04-10,3,20,0
2024-04-11,2,26,0
2024-04-12,0,21,1
2024-04-13,0,7,0
2024-04-14,1,13,0
2024-04-15,1,14,4
2024-04-16,3,47,3
2024-04-17,3,29,7
2024-04-18,1,15,1
2024-04-19,0,26,1
2024-04-20,2,18,4
2024-04-21,2,11,1
2024-04-22,5,20,1
2024-04-23,4,27,0
2024-04-24,1,30,6
2024-04-25,2,30,1
2024-04-26,3,31,0
2024-04-27,1,31,2
2024-04-28,0,24,5
2024-04-29,0,12,15
2024-04-30,1,14,4
2024-05-01,1,10,0
2024-05-02,3,20,3
2024-05-03,0,31,0
2024-05-04,0,13,6
2024-05-05,1,19,0
2024-05-06,1,45,2
2024-05-07,0,104,1
2024-05-08,0,35,1
2024-05-09,3,35,0
2024-05-10,1,13,2
2024-05-11,6,26,0
2024-05-12,4,118,0
2024-05-13,1,65,1
2024-05-14,7,82,0
2024-05-15,3,29,0
2024-05-16,4,21,1
2024-05-17,1,11,0
2024-05-18,1,14,0
2024-05-19,2,31,1
2024-05-20,1,38,0
2024-05-21,3,16,1
2024-05-22,0,14,0
2024-05-23,0,26,0
2024-05-24,5,29,0
2024-05-25,1,15,0
2024-05-26,0,19,3
2024-05-27,1,10,1
2024-05-28,1,22,0
2024-05-29,3,15,0
2024-05-30,1,22,0
2024-05-31,0,41,1
2024-06-01,0,24,0
2024-06-02,0,8,1
2024-06-03,6,26,0
2024-06-04,1,43,0
2024-06-05,2,31,1
2024-06-06,0,65,2
2024-06-07,0,24,0
2024-06-08,5,17,3
2024-06-09,0,16,0
2024-06-10,0,23,1
2024-06-11,0,28,0
2024-06-12,2,32,0
2024-06-13,2,19,0
2024-06-14,3,32,0
2024-06-15,2,30,0
2024-06-16,0,25,1
2024-06-17,1,35,2
2024-06-18,1,26,0
2024-06-19,1,13,0
2024-06-20,2,12,0
2024-06-21,9,34,0
2024-06-22,3,8,0
2024-06-23,2,16,1
2024-06-24,0,23,0
2024-06-25,0,33,2
2024-06-26,5,22,1
2024-06-27,15,34,0
2024-06-28,6,33,5
2024-06-29,2,8,3
2024-06-30,5,17,5
2024-07-01,3,23,3
2024-07-02,2,17,1
2024-07-03,3,21,0
2024-07-04,4,31,6
2024-07-05,5,58,2
2024-07-06,3,23,1
2024-07-07,0,13,0
2024-07-08,1,20,2
2024-07-09,2,30,3
2024-07-10,3,25,6
2024-07-11,9,25,4
2024-07-12,4,29,5
2024-07-13,2,13,4
2024-07-14,0,18,0
2024-07-15,2,11,5
2024-07-16,5,25,3
2024-07-17,1,23,4
2024-07-18,4,13,1
2024-07-19,7,17,7
2024-07-20,2,5,5
2024-07-21,1,12,0
2024-07-22,5,21,1
2024-07-23,0,18,3
2024-07-24,1,41,4
2024-07-25,4,29,2
2024-07-26,9,40,6
2024-07-27,3,14,3
2024-07-28,1,22,3
2024-07-29,7,22,6
2024-07-30,16,16,6
2024-07-31,11,28,3
2024-08-01,12,62,5
2024-08-02,9,47,5
2024-08-03,3,6,2
2024-08-04,1,14,4
2024-08-05,1,21,4
2024-08-06,2,11,4
2024-08-07,0,50,4
2024-08-08,4,32,3
2024-08-09,10,31,4
2024-08-10,1,6,0
2024-08-11,2,10,7
2024-08-12,2,16,5
2024-08-13,1,27,6
2024-08-14,1,14,2
2024-08-15,7,17,2
2024-08-16,8,28,2
2024-08-17,12,7,3
2024-08-18,0,6,1
2024-08-19,1,14,3
2024-08-20,2,13,8
2024-08-21,6,27,0
2024-08-22,4,14,1
2024-08-23,3,27,2
2024-08-24,11,9,7
2024-08-25,3,39,15
2024-08-26,1,25,10
2024-08-27,4,38,2
2024-08-28,1,19,3
2024-08-29,2,18,3
2024-08-30,9,29,1
2024-08-31,0,21,2
2024-09-01,0,24,0
2024-09-02,4,17,0
2024-09-03,2,23,0
2024-09-04,1,26,1
2024-09-05,17,30,0
2024-09-06,6,44,7
2024-09-07,5,22,2
2024-09-08,2,14,2
2024-09-09,2,17,2
2024-09-10,1,45,4
2024-09-11,1,24,5
2024-09-12,3,22,1
2024-09-13,2,30,0
2024-09-14,2,26,1
2024-09-15,1,29,7
2024-09-16,3,15,3
2024-09-17,4,41,2
2024-09-18,2,24,1
2024-09-19,4,34,1
2024-09-20,0,27,0
2024-09-21,1,9,7
2024-09-22,2,13,2
2024-09-23,2,21,1
2024-09-24,1,22,1
2024-09-25,0,70,2
2024-09-26,11,42,0
2024-09-27,8,31,2
2024-09-28,0,10,0
2024-09-29,0,16,1
2024-09-30,1,28,0
2024-10-01,5,24,3
2024-10-02,2,45,1
2024-10-03,3,21,2
2024-10-04,16,27,2
2024-10-05,1,10,3
2024-10-06,4,11,2
2024-10-07,8,15,1
2024-10-08,24,29,2
2024-10-09,20,41,8
2024-10-10,20,20,6
2024-10-11,2,20,1
2024-10-12,3,17,6
2024-10-13,7,14,3
2024-10-14,5,24,0
2024-10-15,8,18,2
2024-10-16,2,17,1
2024-10-17,2,12,2
2024-10-18,6,16,2
2024-10-19,1,8,1
2024-10-20,3,9,4
2024-10-21,5,37,2
2024-10-22,4,29,1
2024-10-23,4,24,0
2024-10-24,1,20,0
2024-10-25,3,44,3
2024-10-26,1,11,2
2024-10-27,1,7,1
2024-10-28,0,20,5
2024-10-29,5,19,5
2024-10-30,3,30,1
2024-10-31,9,25,3
2024-11-01,19,38,1
2024-11-02,10,16,3
2024-11-03,3,21,1
2024-11-04,5,34,1
2024-11-05,3,21,2
2024-11-06,5,38,0
2024-11-07,3,29,0
2024-11-08,0,26,0
2024-11-09,7,15,1
2024-11-10,2,26,0
2024-11-11,3,34,1
2024-11-12,2,26,1
2024-11-13,2,35,1
2024-11-14,4,51,0
2024-11-15,7,50,0
2024-11-16,2,26,1
2024-11-17,0,25,1
2024-11-18,0,41,1
2024-11-19,5,57,0
2024-11-20,1,45,1
2024-11-21,1,48,0
2024-11-22,1,59,1
2024-11-23,0,47,0
2024-11-24,3,44,0
2024-11-25,0,27,1
2024-11-26,0,44,0
2024-11-27,2,45,0
2024-11-28,0,25,0
2024-11-29,10,29,1
2024-11-30,1,26,1
2024-12-01,1,20,0
2024-12-02,0,25,0
2024-12-03,0,23,1
2024-12-04,1,28,0
2024-12-05,1,20,1
2024-12-06,4,24,4
2024-12-07,3,10,1
2024-12-08,2,45,0
2024-12-09,1,43,1
2024-12-10,7,21,0
2024-12-11,6,35,0
2024-12-12,3,78,2
2024-12-13,20,29,6
2024-12-14,1,39,1
2024-12-15,1,18,0
2024-12-16,3,19,0
2024-12-17,5,42,0
2024-12-18,1,28,1
2024-12-19,8,29,2
2024-12-20,13,28,2
2024-12-21,2,18,0
2024-12-22,4,35,0
2024-12-23,8,22,8
2024-12-24,3,30,5
2024-12-25,3,19,5
2024-12-26,17,11,1
2024-12-27,4,37,3
2024-12-28,6,38,10
2024-12-29,4,21,3
2024-12-30,3,31,1
2024-12-31,1,21,3
2025-01-01,2,7,0
2025-01-02,1,8,0
2025-01-03,2,11,1
2025-01-04,2,16,1
2025-01-05,0,16,1
2025-01-06,2,17,1
2025-01-07,3,24,0
2025-01-08,9,11,4
2025-01-09,1,19,4
2025-01-10,1,28,3
2025-01-11,5,19,3
2025-01-12,1,10,1
2025-01-13,0,19,0
2025-01-14,10,38,1
2025-01-15,9,13,1
2025-01-16,3,22,1
2025-01-17,1,29,2
2025-01-18,2,11,2
2025-01-19,2,12,0
2025-01-20,1,22,0
2025-01-21,7,23,1
2025-01-22,1,12,5
2025-01-23,2,34,2
2025-01-24,1,45,3
2025-01-25,1,13,1
2025-01-26,1,18,0
2025-01-27,4,14,1
2025-01-28,2,30,1
2025-01-29,2,20,0
2025-01-30,3,24,2
2025-01-31,1,27,0
2025-02-01,2,16,1
2025-02-02,1,11,0
2025-02-03,1,19,0
2025-02-04,1,17,0
2025-02-05,0,40,0
2025-02-06,4,26,0
2025-02-07,0,29,1
2025-02-08,2,13,0
2025-02-09,2,29,0
2025-02-10,5,22,1
2025-02-11,2,35,2
2025-02-12,1,97,0
2025-02-13,2,64,0
2025-02-14,1,33,0
2025-02-15,0,22,1
2025-02-16,1,35,0
2025-02-17,3,33,1
2025-02-18,0,29,3
2025-02-19,2,35,0
2025-02-20,0,18,1
2025-02-21,3,32,1
2025-02-22,1,27,1
2025-02-23,1,37,1
2025-02-24,2,15,3
2025-02-25,1,31,0
2025-02-26,2,16,1
2025-02-27,0,21,2
2025-02-28,0,27,1
2025-03-01,5,18,0
2025-03-02,1,18,0
2025-03-03,3,17,1
2025-03-04,1,41,1
2025-03-05,2,25,0
2025-03-06,2,19,3
2025-03-07,0,15,1
2025-03-08,0,13,7
2025-03-09,2,13,0
2025-03-10,1,20,2
2025-03-11,1,27,1
2025-03-12,0,46,0
2025-03-13,2,80,1
2025-03-14,1,55,0
2025-03-15,2,33,0
2025-03-16,1,24,0
2025-03-17,0,27,1
2025-03-18,1,127,2
2025-03-19,1,55,1
2025-03-20,4,29,2
2025-03-21,5,41,1
2025-03-22,2,13,1
2025-03-23,3,17,3
2025-03-24,1,43,2
2025-03-25,5,65,0
2025-03-26,1,42,2
2025-03-27,4,22,0
2025-03-28,1,44,1
2025-03-29,3,18,0
2025-03-30,1,10,0
2025-03-31,0,27,0
2025-04-01,1,44,0
2025-04-02,1,22,0
2025-04-03,3,16,2
2025-04-04,8,19,0
2025-04-05,1,8,0
2025-04-06,1,10,0
2025-04-07,8,21,6
2025-04-08,7,19,1
2025-04-09,11,14,1
2025-04-10,5,19,0
2025-04-11,7,48,0
2025-04-12,3,17,0
2025-04-13,5,16,0
2025-04-14,0,26,1
2025-04-15,6,27,0
2025-04-16,3,25,0
2025-04-17,3,33,2
2025-04-18,0,17,0
2025-04-19,0,41,0
2025-04-20,1,31,0
2025-04-21,0,18,0
2025-04-22,3,37,5
2025-04-23,1,58,0
2025-04-24,1,20,0
2025-04-25,1,56,1
2025-04-26,1,41,0
2025-04-27,0,28,0
2025-04-28,2,57,2
2025-04-29,1,84,0
2025-04-30,0,57,0
2025-05-01,0,24,1
2025-05-02,2,18,1
2025-05-03,0,32,0
2025-05-04,0,48,0
2025-05-05,0,19,1
2025-05-06,1,36,0
2025-05-07,2,57,0
2025-05-08,1,65,1
2025-05-09,1,50,0
2025-05-10,1,134,2
2025-05-11,2,49,0
2025-05-12,0,44,1
2025-05-13,4,37,0
2025-05-14,3,60,0
2025-05-15,1,82,1
2025-05-16,2,34,0
2025-05-17,0,53,0
2025-05-18,0,14,1
2025-05-19,1,64,0
2025-05-20,8,53,2
2025-05-21,3,51,2
2025-05-22,3,59,0
2025-05-23,0,19,2
2025-05-24,5,18,0
2025-05-25,1,30,0
2025-05-26,3,48,0
2025-05-27,2,43,2
2025-05-28,0,55,0
2025-05-29,1,31,0
2025-05-30,4,38,1
2025-05-31,2,20,0
2025-06-01,5,27,0
2025-06-02,4,16,1
2025-06-03,5,37,0
2025-06-04,11,32,0
2025-06-05,9,26,2
2025-06-06,4,18,1
2025-06-07,1,13,0
2025-06-08,1,24,0
2025-06-09,1,37,1
2025-06-10,6,17,0
2025-06-11,0,21,3
2025-06-12,0,30,2
2025-06-13,0,28,0
2025-06-14,2,14,0
2025-06-15,3,11,3
2025-06-16,0,16,1
2025-06-17,0,33,1
2025-06-18,2,30,1
2025-06-19,4,32,1
2025-06-20,0,27,0
2025-06-21,4,19,0
2025-06-22,0,32,0
2025-06-23,0,43,0
2025-06-24,1,22,5
2025-06-25,1,21,2
2025-06-26,1,25,4
2025-06-27,3,20,3
2025-06-28,2,17,1
2025-06-29,4,29,1
2025-06-30,5,25,0
2025-07-01,9,33,1
2025-07-02,6,53,0
2025-07-03,2,21,0
2025-07-04,2,17,0
2025-07-05,1,14,0
2025-07-06,1,13,0
2025-07-07,1,26,0
2025-07-08,1,38,2
2025-07-09,5,13,2
2025-07-10,6,12,2
2025-07-11,0,26,0
2025-07-12,1,11,2
2025-07-13,0,13,1
2025-07-14,2,17,1
2025-07-15,4,33,1
2025-07-16,11,27,2
2025-07-17,9,27,6
2025-07-18,12,33,3
2025-07-19,7,22,1
2025-07-20,3,21,3
2025-07-21,2,26,0
2025-07-22,27,29,6
2025-07-23,5,29,1
2025-07-24,2,22,1
2025-07-25,4,21,1
2025-07-26,1,28,1
2025-07-27,8,15,5
2025-07-28,7,34,3
2025-07-29,2,30,4
2025-07-30,14,16,3
2025-07-31,1,50,3
2025-08-01,3,59,0
2025-08-02,1,40,1
2025-08-03,3,19,0
2025-08-04,0,44,1
2025-08-05,1,44,0
2025-08-06,3,58,4
2025-08-07,6,39,1
2025-08-08,3,27,0
2025-08-09,3,36,2
2025-08-10,5,25,0
2025-08-11,5,20,3
2025-08-12,2,20,4
2025-08-13,21,15,11
2025-08-14,11,41,8
2025-08-15,2,84,2
2025-08-16,2,46,4
2025-08-17,1,7,1
2025-08-18,1,13,4
2025-08-19,4,20,2
2025-08-20,8,30,7
2025-08-21,2,22,2
2025-08-22,6,23,1
2025-08-23,1,15,5
2025-08-24,1,16,1
2025-08-25,0,17,5
2025-08-26,11,5,0
2025-08-27,3,21,0
2025-08-28,4,33,3
2025-08-29,2,40,1
2025-08-30,0,23,1
2025-08-31,0,32,1
2025-09-01,0,23,3
2025-09-02,0,23,5
2025-09-03,1,35,2
2025-09-04,2,26,1
2025-09-05,9,72,4
2025-09-06,3,29,1
2025-09-07,2,17,0
2025-09-08,2,29,2
2025-09-09,2,19,6
2025-09-10,2,28,2
2025-09-11,0,18,2
2025-09-12,1,19,0
2025-09-13,1,13,1
2025-09-14,5,32,0
2025-09-15,1,33,1
2025-09-16,4,19,0
2025-09-17,9,31,4
2025-09-18,2,28,1
2025-09-19,4,23,3
2025-09-20,2,15,1
2025-09-21,2,15,1
2025-09-22,0,46,2
2025-09-23,5,18,1
2025-09-24,1,70,1
2025-09-25,0,45,3
2025-09-26,1,33,0
2025-09-27,0,14,0
2025-09-28,0,28,2
2025-09-29,2,39,1
2025-09-30,1,38,3
2025-10-01,1,23,1
2025-10-02,1,38,1
2025-10-03,2,13,2
2025-10-04,1,12,0
2025-10-05,1,13,0
2025-10-06,1,24,2
2025-10-07,3,33,2
2025-10-08,2,22,1
2025-10-09,3,41,1
2025-10-10,1,32,0
2025-10-11,1,19,0
2025-10-12,0,27,0
2025-10-13,0,39,2
2025-10-14,2,29,3
2025-10-15,2,39,0
2025-10-16,8,40,1
2025-10-17,1,38,2
2025-10-18,1,26,3
2025-10-19,4,10,2
2025-10-20,3,25,2
2025-10-21,1,25,0
2025-10-22,11,29,2
2025-10-23,2,55,3
2025-10-24,2,40,3
2025-10-25,1,16,3
2025-10-26,1,38,1
2025-10-27,1,24,1
2025-10-28,4,30,3
2025-10-29,4,18,6
2025-10-30,10,29,16
2025-10-31,4,16,6
2025-11-01,2,21,1
2025-11-02,5,20,1
2025-11-03,3,36,0
2025-11-04,2,54,0
2025-11-05,13,55,0
2025-11-06,0,30,2
2025-11-07,1,33,0
2025-11-08,1,16,1
2025-11-09,4,18,0
2025-11-10,13,20,0
2025-11-11,5,23,3
2025-11-12,3,52,2
2025-11-13,2,42,2
2025-11-14,11,35,11
2025-11-15,1,15,1
2025-11-16,2,6,3
2025-11-17,0,32,1
2025-11-18,0,35,4
2025-11-19,7,51,0
2025-11-20,3,48,2
2025-11-21,2,67,2
2025-11-22,2,27,1
2025-11-23,2,17,3
2025-11-24,5,35,1
2025-11-25,10,39,3
2025-11-26,3,41,3
2025-11-27,1,36,1
2025-11-28,7,82,3
2025-11-29,3,16,0
2025-11-30,5,18,4
2025-12-01,2,51,4
2025-12-02,0,109,0
2025-12-03,7,69,1
2025-12-04,13,62,1
2025-12-05,16,49,0
2025-12-06,2,17,6
2025-12-07,0,31,5
2025-12-08,3,37,1
2025-12-09,2,41,2
2025-12-10,2,42,2
2025-12-11,1,47,1
2025-12-12,2,43,4
2025-12-13,2,11,1
2025-12-14,2,18,2
2025-12-15,1,19,2
2025-12-16,3,33,4
2025-12-17,6,34,2
2025-12-18,9,30,3
2025-12-19,4,108,1
2025-12-20,1,9,2
2025-12-21,0,52,0
2025-12-22,12,43,5
2025-12-23,10,24,7
2025-12-24,4,51,1
2025-12-25,4,53,0
2025-12-26,3,30,2
2025-12-27,1,31,1
2025-12-28,3,19,3
2025-12-29,1,40,3
2025-12-30,4,38,2
2025-12-31,1,18,1
2026-01-01,1,18,0
2026-01-02,2,19,0
2026-01-03,1,16,3
2026-01-04,0,13,0
2026-01-05,8,15,1
2026-01-06,3,19,0
2026-01-07,4,29,4
2026-01-08,0,21,2
2026-01-09,0,20,2
2026-01-10,0,22,5
2026-01-11,2,9,2
2026-01-12,6,14,8
2026-01-13,6,10,1
2026-01-14,0,16,2
2026-01-15,3,31,1
2026-01-16,15,22,4
2026-01-17,0,13,4
2026-01-18,1,15,1
2026-01-19,9,36,3
2026-01-20,3,10,1
2026-01-21,10,42,8
2026-01-22,4,62,7
2026-01-23,3,58,0
2026-01-24,6,12,1
2026-01-25,2,32,4
2026-01-26,6,35,5
2026-01-27,5,21,12
2026-01-28,5,42,6
2026-01-29,2,45,0
2026-01-30,1,68,5
2026-01-31,6,18,1
2026-02-01,0,47,1
2026-02-02,1,51,0
2026-02-03,2,33,1
2026-02-04,3,46,6
2026-02-05,3,39,2
2026-02-06,2,36,3
2026-02-07,0,13,1
2026-02-08,1,12,0
2026-02-09,1,12,4
2026-02-10,115,33,77
2026-02-11,68,80,68
2026-02-12,24,36,28
2026-02-13,20,58,23
2026-02-14,7,11,5
2026-02-15,19,25,13
2026-02-16,16,33,12
2026-02-17,40,34,26
2026-02-18,70,38,21
2026-02-19,27,53,21
2026-02-20,20,43,7
2026-02-21,8,13,9
2026-02-22,1,16,4
2026-02-23,2,32,11
2026-02-24,21,54,20
2026-02-25,13,26,12
2026-02-26,19,42,23
2026-02-27,16,20,10
2026-02-28,5,25,10
2026-03-01,2,26,5
2026-03-02,3,38,8
2026-03-03,6,13,5
2026-03-04,2,21,5
2026-03-05,6,26,2
2026-03-06,14,29,5
2026-03-07,1,9,3
2026-03-08,2,16,0
2026-03-09,22,18,2
2026-03-10,53,28,2
2026-03-11,51,74,7
2026-03-12,64,15,13
2026-03-13,16,21,7
2026-03-14,6,8,3
2026-03-15,3,22,1
2026-03-16,12,18,16
2026-03-17,17,34,19
2026-03-18,56,60,11
2026-03-19,21,37,11
2026-03-20,10,31,12
2026-03-21,16,10,10
2026-03-22,4,11,6
2026-03-23,6,21,15
2026-03-24,2,9,9
2026-03-25,14,27,13
2026-03-26,11,26,4
2026-03-27,3,51,4
2026-03-28,7,10,9
2026-03-29,3,12,12
2026-03-30,40,19,14
2026-03-31,39,37,26
2026-04-01,15,26,8
2026-04-02,23,32,7
2026-04-03,26,26,5
2026-04-04,34,7,13
2026-04-05,10,10,9
2026-04-06,16,18,7
2026-04-07,13,15,7
2026-04-08,15,32,6
2026-04-09,4,45,7
2026-04-10,12,30,10
2026-04-11,2,13,4
2026-04-12,5,29,2
2026-04-13,6,32,5
2026-04-14,8,27,9
2026-04-15,4,26,12
2026-04-16,13,43,6
2026-04-17,8,18,8
2026-04-18,2,11,4
2026-04-19,3,15,3
2026-04-20,7,16,5
2026-04-21,4,20,6
2026-04-22,10,34,5
2026-04-23,17,37,3
2026-04-24,15,3,0
